acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,compensation,coordinates,correct,correct_display_selecting,correct_welcome,count_A,count_B,count_ISI,count_X,count_break,count_determine_break,count_display_listening,count_display_selecting,count_experiment,count_finished,count_getting_started,count_new_inline_script,count_new_logger,count_new_loop,count_new_sequence,count_plain_block,count_setup_breaks,count_wait_nextitem,count_welcome,datetime,delay_ISI,delay_wait_nextitem,description,disable_garbage_collection,empty_column,experiment_file,experiment_path,flip_order,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,live_row,live_row_plain_block,logfile,opensesame_codename,opensesame_version,play1,play2,play3,repeat_cycle,response,response_break,response_display_selecting,response_finished,response_time,response_time_break,response_time_display_selecting,response_time_finished,response_time_welcome,response_welcome,round_decimals,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimA,stimB,stimX,subject_nr,subject_parity,time_A,time_B,time_ISI,time_X,time_break,time_determine_break,time_display_listening,time_display_selecting,time_experiment,time_finished,time_getting_started,time_new_inline_script,time_new_logger,time_new_loop,time_new_sequence,time_plain_block,time_setup_breaks,time_wait_nextitem,time_welcome,title,to_break,total_correct,total_response_time,total_responses,uniform_coordinates,width
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,0,0,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,4.2.5.wav,4.2.5.wav,4.2.3.wav,0,1,NA,1,NA,1281,NA,1281,NA,7522721,1,2,1024,2,48000,-16,experiment,4.2.3.wav,4.2.5.wav,4.2.5.wav,102,even,7524566,7527021,7526521,7525793,NA,NA,7523566,7527810,743,NA,NA,7523563,7529091,NA,7523563,7523468,NA,7523566,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,1,1,3,1,1,NA,1,1,0,0,0,1,1,0,1,0,NA,1,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,1,1,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,3.2.2.wav,3.2.4.wav,3.2.4.wav,0,1,NA,1,NA,1342,NA,1342,NA,7522721,1,2,1024,2,48000,-16,experiment,3.2.2.wav,3.2.4.wav,3.2.4.wav,102,even,7530415,7532955,7532455,7531719,NA,NA,7529415,7533701,743,NA,NA,7529412,7535043,NA,7529412,7523468,NA,7529415,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,2,2,5,2,2,NA,2,2,0,0,0,2,2,0,2,0,NA,2,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,2,2,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,2.2.3.wav,2.2.5.wav,2.2.5.wav,0,1,NA,3,NA,2081,NA,2081,NA,7522721,1,2,1024,2,48000,-16,experiment,2.2.3.wav,2.2.5.wav,2.2.5.wav,102,even,7536251,7538737,7538237,7537477,NA,NA,7535250,7539473,743,NA,NA,7535247,7541555,NA,7535247,7523468,NA,7535250,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,3,3,7,3,3,NA,3,3,0,0,0,3,3,0,3,0,NA,3,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,3,3,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,2.2.3.wav,2.2.1.wav,2.2.1.wav,0,0,NA,0,NA,1391,NA,1391,NA,7522721,1,2,1024,2,48000,-16,experiment,2.2.1.wav,2.2.3.wav,2.2.1.wav,102,even,7542784,7545244,7544744,7544001,NA,NA,7541784,7545955,743,NA,NA,7541781,7547346,NA,7541781,7523468,NA,7541784,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,4,4,9,4,4,NA,4,4,0,0,0,4,4,0,4,0,NA,4,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,4,4,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,4.2.1.wav,4.2.1.wav,4.2.3.wav,0,1,NA,1,NA,925,NA,925,NA,7522721,1,2,1024,2,48000,-16,experiment,4.2.1.wav,4.2.3.wav,4.2.1.wav,102,even,7548513,7550952,7550452,7549740,NA,NA,7547512,7551702,743,NA,NA,7547509,7552627,NA,7547509,7523468,NA,7547513,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,5,5,11,5,5,NA,5,5,0,0,0,5,5,0,5,0,NA,5,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,5,5,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,2.1.3.wav,2.1.3.wav,2.1.1.wav,0,1,NA,1,NA,2285,NA,2285,NA,7522721,1,2,1024,2,48000,-16,experiment,2.1.1.wav,2.1.3.wav,2.1.3.wav,102,even,7553832,7556359,7555859,7555113,NA,NA,7552831,7557116,743,NA,NA,7552829,7559402,NA,7552829,7523468,NA,7552832,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,6,6,13,6,6,NA,6,6,0,0,0,6,6,0,6,0,NA,6,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,6,6,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,4.1.3.wav,4.1.1.wav,4.1.1.wav,0,1,NA,1,NA,1620,NA,1620,NA,7522721,1,2,1024,2,48000,-16,experiment,4.1.1.wav,4.1.3.wav,4.1.1.wav,102,even,7560599,7563078,7562578,7561840,NA,NA,7559599,7563797,743,NA,NA,7559596,7565417,NA,7559596,7523468,NA,7559599,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,7,7,15,7,7,NA,7,7,0,0,0,7,7,0,7,0,NA,7,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,7,7,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,4.1.3.wav,4.1.3.wav,4.1.5.wav,0,1,NA,1,NA,2450,NA,2450,NA,7522721,1,2,1024,2,48000,-16,experiment,4.1.3.wav,4.1.5.wav,4.1.3.wav,102,even,7566593,7569067,7568567,7567851,NA,NA,7565593,7569782,743,NA,NA,7565590,7572233,NA,7565590,7523468,NA,7565593,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,8,8,17,8,8,NA,8,8,0,0,0,8,8,0,8,0,NA,8,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,8,8,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,2.1.3.wav,2.1.1.wav,2.1.1.wav,0,0,NA,0,NA,1579,NA,1579,NA,7522721,1,2,1024,2,48000,-16,experiment,2.1.1.wav,2.1.3.wav,2.1.1.wav,102,even,7573402,7575918,7575418,7574655,NA,NA,7572402,7576677,743,NA,NA,7572399,7578256,NA,7572399,7523468,NA,7572402,746,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,9,9,19,9,9,NA,9,9,0,0,0,9,9,0,9,0,NA,9,0,Thu 06 Jun 2019 12:44:04 PM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,9,9,/home/ubuntu/Desktop/panara/subject-102.csv,Jazzy James,3.1.3,1.1.1.wav,1.1.3.wav,1.1.3.wav,0,0,NA,0,NA,1872,NA,1872,NA,7522721,1,2,1024,2,48000,-16,experiment,1.1.1.wav,1.1.3.wav,1.1.3.wav,102,even,7579459,7582073,7581573,7580764,NA,NA,7578458,7582889,743,NA,NA,7578456,7584761,NA,7578456,7523468,NA,7578459,746,New experiment,NA,0,0,0,yes,1024
