acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,compensation,coordinates,correct,correct_display_selecting,correct_welcome,count_A,count_B,count_ISI,count_X,count_break,count_determine_break,count_display_listening,count_display_selecting,count_experiment,count_finished,count_getting_started,count_new_inline_script,count_new_logger,count_new_loop,count_new_sequence,count_plain_block,count_setup_breaks,count_wait_nextitem,count_welcome,datetime,delay_ISI,delay_wait_nextitem,description,disable_garbage_collection,empty_column,experiment_file,experiment_path,flip_order,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,live_row,live_row_plain_block,logfile,opensesame_codename,opensesame_version,play1,play2,play3,repeat_cycle,response,response_break,response_display_selecting,response_finished,response_time,response_time_break,response_time_display_selecting,response_time_finished,response_time_welcome,response_welcome,round_decimals,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimA,stimB,stimX,subject_nr,subject_parity,time_A,time_B,time_ISI,time_X,time_break,time_determine_break,time_display_listening,time_display_selecting,time_experiment,time_finished,time_getting_started,time_new_inline_script,time_new_logger,time_new_loop,time_new_sequence,time_plain_block,time_setup_breaks,time_wait_nextitem,time_welcome,title,to_break,total_correct,total_response_time,total_responses,uniform_coordinates,width
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,0,0,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,1.1.5.wav,1.1.5.wav,1.1.3.wav,0,1,NA,1,NA,4661,NA,4661,NA,11215915,space,2,1024,2,48000,-16,experiment,1.1.3.wav,1.1.5.wav,1.1.5.wav,107,odd,11217739,11220305,11219805,11219020,NA,NA,11216738,11221077,734,NA,NA,11216736,11225739,NA,11216735,11216651,NA,11216738,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,1,1,3,1,1,NA,1,1,0,0,0,1,1,0,1,0,NA,1,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,1,1,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,2.2.3.wav,2.2.3.wav,2.2.1.wav,0,1,NA,1,NA,3882,NA,3882,NA,11215915,space,2,1024,2,48000,-16,experiment,2.2.1.wav,2.2.3.wav,2.2.3.wav,107,odd,11227021,11229457,11228957,11228232,NA,NA,11226020,11230175,734,NA,NA,11226018,11234057,NA,11226018,11216651,NA,11226021,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,2,2,5,2,2,NA,2,2,0,0,0,2,2,0,2,0,NA,2,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,2,2,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,5.2.1.wav,5.2.1.wav,5.2.3.wav,0,1,NA,1,NA,2223,NA,2223,NA,11215915,space,2,1024,2,48000,-16,experiment,5.2.1.wav,5.2.3.wav,5.2.1.wav,107,odd,11235253,11237690,11237190,11236474,NA,NA,11234253,11238442,734,NA,NA,11234251,11240666,NA,11234250,11216651,NA,11234253,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,3,3,7,3,3,NA,3,3,0,0,0,3,3,0,3,0,NA,3,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,3,3,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,4.2.3.wav,4.2.5.wav,4.2.5.wav,0,1,NA,1,NA,3431,NA,3431,NA,11215915,space,2,1024,2,48000,-16,experiment,4.2.3.wav,4.2.5.wav,4.2.5.wav,107,odd,11241853,11244320,11243820,11243109,NA,NA,11240853,11245042,734,NA,NA,11240851,11248473,NA,11240851,11216651,NA,11240853,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,4,4,9,4,4,NA,4,4,0,0,0,4,4,0,4,0,NA,4,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,4,4,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,5.2.5.wav,5.2.3.wav,5.2.3.wav,0,0,NA,0,NA,1209,NA,1209,NA,11215915,space,2,1024,2,48000,-16,experiment,5.2.3.wav,5.2.5.wav,5.2.3.wav,107,odd,11249674,11252124,11251624,11250912,NA,NA,11248674,11252847,734,NA,NA,11248671,11254056,NA,11248671,11216651,NA,11248674,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,5,5,11,5,5,NA,5,5,0,0,0,5,5,0,5,0,NA,5,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,5,5,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,1.2.5.wav,1.2.5.wav,1.2.3.wav,0,1,NA,1,NA,1390,NA,1390,NA,11215915,space,2,1024,2,48000,-16,experiment,1.2.3.wav,1.2.5.wav,1.2.5.wav,107,odd,11255257,11257828,11257328,11256543,NA,NA,11254257,11258602,734,NA,NA,11254255,11259993,NA,11254255,11216651,NA,11254257,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,6,6,13,6,6,NA,6,6,0,0,0,6,6,0,6,0,NA,6,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,6,6,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,3.2.3.wav,3.2.3.wav,3.2.5.wav,0,1,NA,1,NA,1580,NA,1580,NA,11215915,space,2,1024,2,48000,-16,experiment,3.2.3.wav,3.2.5.wav,3.2.3.wav,107,odd,11261155,11263643,11263143,11262388,NA,NA,11260155,11264435,734,NA,NA,11260153,11266015,NA,11260153,11216651,NA,11260155,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,7,7,15,7,7,NA,7,7,0,0,0,7,7,0,7,0,NA,7,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,7,7,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,2.2.3.wav,2.2.5.wav,2.2.5.wav,0,0,NA,0,NA,1344,NA,1344,NA,11215915,space,2,1024,2,48000,-16,experiment,2.2.3.wav,2.2.5.wav,2.2.5.wav,107,odd,11267198,11269666,11269166,11268442,NA,NA,11266197,11270376,734,NA,NA,11266195,11271720,NA,11266195,11216651,NA,11266198,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,8,8,17,8,8,NA,8,8,0,0,0,8,8,0,8,0,NA,8,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,8,8,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,4.2.4.wav,4.2.2.wav,4.2.2.wav,0,0,NA,0,NA,1513,NA,1513,NA,11215915,space,2,1024,2,48000,-16,experiment,4.2.2.wav,4.2.4.wav,4.2.2.wav,107,odd,11272948,11275428,11274928,11274212,NA,NA,11271947,11276142,734,NA,NA,11271944,11277656,NA,11271944,11216651,NA,11271947,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,9,9,19,9,9,NA,9,9,0,0,0,9,9,0,9,0,NA,9,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,9,9,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,2.1.3.wav,2.1.5.wav,2.1.5.wav,0,0,NA,0,NA,1146,NA,1146,NA,11215915,space,2,1024,2,48000,-16,experiment,2.1.3.wav,2.1.5.wav,2.1.5.wav,107,odd,11278841,11281335,11280835,11280096,NA,NA,11277840,11282093,734,NA,NA,11277838,11283239,NA,11277837,11216651,NA,11277841,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,10,10,21,10,10,NA,10,10,0,0,0,10,10,0,10,0,NA,10,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,yes,no,mono,no,18,no,white,no,yes,768,10,10,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,2.1.3.wav,2.1.1.wav,2.1.1.wav,0,0,NA,0,NA,958,NA,958,NA,11215915,space,2,1024,2,48000,-16,experiment,2.1.1.wav,2.1.3.wav,2.1.1.wav,107,odd,11284403,11286903,11286403,11285658,NA,NA,11283402,11287665,734,NA,NA,11283400,11288623,NA,11283400,11216651,NA,11283403,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,11,11,23,11,11,NA,11,11,0,0,0,11,11,0,11,0,NA,11,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,11,11,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,4.2.2.wav,4.2.4.wav,4.2.4.wav,0,1,NA,1,NA,1229,NA,1229,NA,11215915,space,2,1024,2,48000,-16,experiment,4.2.2.wav,4.2.4.wav,4.2.4.wav,107,odd,11289766,11292194,11291694,11290978,NA,NA,11288766,11292913,734,NA,NA,11288764,11294143,NA,11288764,11216651,NA,11288766,736,New experiment,NA,0,0,0,yes,1024
undefined,undefined,undefined,undefined,black,no,legacy,0,uniform,undefined,undefined,undefined,12,12,25,12,12,NA,12,12,0,0,0,12,12,0,12,0,NA,12,0,Fri 14 Jun 2019 11:50:12 AM PDT,500,1000,The main experiment item,yes,NA,ABX_v3.osexp,/home/ubuntu/Desktop/panara,no,no,mono,no,18,no,white,no,yes,768,12,12,/home/ubuntu/Desktop/panara/subject-107.csv,Jazzy James,3.1.3,4.2.1.wav,4.2.3.wav,4.2.3.wav,0,1,NA,1,NA,1309,NA,1309,NA,11215915,space,2,1024,2,48000,-16,experiment,4.2.1.wav,4.2.3.wav,4.2.3.wav,107,odd,11295318,11297786,11297286,11296541,NA,NA,11294318,11298545,734,NA,NA,11294315,11299854,NA,11294315,11216651,NA,11294318,736,New experiment,NA,0,0,0,yes,1024
